_id,stockTicker,stockName,currentPrice,marketCap,sector
1173,FONR,Fonar Corporation,24.6,157812960.6,Health Care
1174,FORD,"Forward Industries, Inc.",2.41,22588122.65,Consumer Non-Durables
1175,FORK,Fuling Global Inc.,4.15,65389475,Consumer Non-Durables
1176,FORM,"FormFactor, Inc.",14.4,1050974596.8,Technology
1177,FORR,"Forrester Research, Inc.",45.15,811571250,Consumer Services
1178,FORTY,Formula Systems (1985) Ltd.,42.9999,7592148.3438,Technology
1179,FOSL,"Fossil Group, Inc.",7.77,377061767.46,Consumer Non-Durables
1180,FOX,"Twenty-First Century Fox, Inc.",36.71,68006368590.9,Consumer Services
1181,FOXA,"Twenty-First Century Fox, Inc.",37.01,45186987882.59,Consumer Services
1182,FOXF,Fox Factory Holding Corp.,37.8,1419089527.8,Consumer Non-Durables
1183,FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,37.5799,62006910.1598,n/a
1184,FPAY,"FlexShopper, Inc.",3.7,19581439.7,Technology
1185,FPRX,"Five Prime Therapeutics, Inc.",19.73,570793654.93,Health Care
1186,FPXI,First Trust International IPO ETF,39.02,25363078.04,n/a
1187,FRAN,Francesca&#39;s Holdings Corporation,5.67,205138161.9,Consumer Services
1188,FRBA,First Bank,13.775,240197058.075,n/a
1189,FRBK,"Republic First Bancorp, Inc.",8.75,498660435,Finance
1190,FRED,"Fred&#39;s, Inc.",3.29,125771699.2,Consumer Services
1191,FRGI,"Fiesta Restaurant Group, Inc.",18.8,509237367.2,Consumer Services
1192,FRME,First Merchants Corporation,43.88,2157063483.44,Finance
1193,FRPH,"FRP Holdings, Inc.",50,500358350,Finance
1194,FRPT,"Freshpet, Inc.",18.15,632730743.7,Consumer Non-Durables
1195,FRSH,"Papa Murphy&#39;s Holdings, Inc.",5.19,88050742.59,Consumer Services
1196,FRSX,Foresight Autonomous Holdings Ltd.,4.38,2933185.26,Technology
1197,FRTA,"Forterra, Inc.",7.01,450590721.77,Capital Goods
1198,FSAC,Federal Street Acquisition Corp.,9.71,558325000,Finance
1199,FSACU,Federal Street Acquisition Corp.,10.25,0,Finance
1200,FSACW,Federal Street Acquisition Corp.,1.2442,0,Finance
1201,FSBC,"FSB Bancorp, Inc.",17.3,33483336.9,Finance
1202,FSBW,"FS Bancorp, Inc.",58.13,213622053.26,Finance
1203,FSCT,"ForeScout Technologies, Inc.",29.69,1125456454.8,Technology
1204,FSFG,"First Savings Financial Group, Inc.",64.4497,145111013.0883,Finance
1205,FSLR,"First Solar, Inc.",67.55,7054448339.4,Technology
1206,FSNN,"Fusion Telecommunications International, Inc.",3.2,71926627.2,Technology
1207,FSTR,L.B. Foster Company,27.5,284365840,Basic Industries
1208,FSV,FirstService Corporation,64.99,2248048878.11,Finance
1209,FSZ,First Trust Switzerland AlphaDEX Fund,56.3,258980112.6,n/a
1210,FTA,First Trust Large Cap Value AlphaDEX Fund,56.2266,1113286792.4532,n/a
1211,FTAG,First Trust Indxx Global Agriculture ETF,29.3501,7041910.7928,n/a
1212,FTC,First Trust Large Cap Growth AlphaDEX Fund,65.71,755665131.42,n/a
1213,FTCS,First Trust Capital Strength ETF,53.65,732322607.3,n/a
1214,FTD,"FTD Companies, Inc.",5.97,164454718.38,Consumer Services
1215,FTEK,"Fuel Tech, Inc.",1.139,27487384.49,Capital Goods
1216,FTEO,"FRONTEO, Inc.",14.65,937453.5,n/a
1217,FTFT,Future FinTech Group Inc.,3.11,19727740.75,Consumer Non-Durables
1218,FTGC,First Trust Global Tactical Commodity Strategy Fund,21.17,200127080.78,n/a
1219,FTHI,First Trust BuyWrite Income ETF,23.5997,58390401.3397,n/a
1220,FTLB,First Trust Hedged BuyWrite Income ETF,23.21,9284046.42,n/a
1221,FTNT,"Fortinet, Inc.",45.87,7976802678.57,Technology
1222,FTR,Frontier Communications Corporation,8.08,633940640,Public Utilities
1223,FTRI,First Trust Indxx Global Natural Resources Income ETF,13.06,9142026.12,n/a
1224,FTRPR,Frontier Communications Corporation,12.48,0,Public Utilities
1225,FTSL,First Trust Senior Loan Fund ETF,48.36,1356498096.72,n/a
1226,FTSM,First Trust Enhanced Short Maturity ETF,60.03,1419692931.72,n/a
1227,FTW,First Trust Taiwan AlphaDEX Fund,37.6174,1880945.2348,n/a
1228,FTXD,First Trust Nasdaq Retail ETF,23.21,1160546.42,n/a
1229,FTXG,First Trust Nasdaq Food & Beverage ETF,21.28,1064042.56,n/a
1230,FTXH,First Trust Nasdaq Pharmaceuticals ETF,22.67,2267045.34,n/a
1231,FTXL,First Trust Nasdaq Semiconductor ETF,32.23,27395564.46,n/a
1232,FTXN,First Trust Nasdaq Oil & Gas ETF,21.34,5335042.68,n/a
1233,FTXO,First Trust Nasdaq Bank ETF,31.96,1366290063.92,n/a
1234,FTXR,First Trust Nasdaq Transportation ETF,26.4109,2641142.8218,n/a
1235,FULT,Fulton Financial Corporation,18.35,3214369500,Finance
1236,FUNC,First United Corporation,17.4,122973195,Finance
1237,FUND,"Sprott Focus Trust, Inc.",8.13,202237652.4,Consumer Services
1238,FUSB,"First US Bancshares, Inc.",12.665,76969688.41,Finance
1239,FUV,"Arcimoto, Inc.",3.21,50949123.21,Consumer Non-Durables
1240,FV,First Trust Dorsey Wright Focus 5 ETF,29.64,2710578059.28,n/a
1241,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,27.6,409860055.2,n/a
1242,FVE,Five Star Senior Living Inc.,1.45,72571502.4,Health Care
1243,FWONA,Liberty Media Corporation,36.54,0,Consumer Services
1244,FWONK,Liberty Media Corporation,38.82,8912681043.78,Consumer Services
1245,FWP,Forward Pharma A/S,3.44,39505940.4,Health Care
1246,FWRD,Forward Air Corporation,61.11,1819381708.62,Transportation
1247,FYC,First Trust Small Cap Growth AlphaDEX Fund,43.67,155028587.34,n/a
1248,FYT,First Trust Small Cap Value AlphaDEX Fund,37.2766,80144764.5532,n/a
1249,FYX,First Trust Small Cap Core AlphaDEX Fund,62.27,544862624.54,n/a
1250,GABC,"German American Bancorp, Inc.",34.86,799340392.62,Finance
1251,GAIA,"Gaia, Inc.",12.05,182775267.6,Consumer Services
1252,GAIN,Gladstone Investment Corporation,9.94,323310656.62,n/a
1253,GAINM,Gladstone Investment Corporation,25.3618,0,n/a
1254,GAINN,Gladstone Investment Corporation,25.43,0,n/a
1255,GAINO,Gladstone Investment Corporation,25.2,0,n/a
1256,GALT,Galectin Therapeutics Inc.,4.38,156097497.24,Health Care
1257,GARS,Garrison Capital Inc.,8.1,129999751.2,n/a
1258,GASS,"StealthGas, Inc.",4.48,178575322.24,Transportation
1259,GBCI,"Glacier Bancorp, Inc.",39.93,3114817753.08,Finance
1260,GBDC,"Golub Capital BDC, Inc.",18.29,1089668688.97,n/a
1261,GBLI,Global Indemnity Limited,43.27,761394713.55,Finance
1262,GBLIL,Global Indemnity Limited,25.6702,0,Finance
1263,GBLIZ,Global Indemnity Limited,25.6,0,Finance
1264,GBNK,Guaranty Bancorp,28.65,837760953,Finance
1265,GBT,"Global Blood Therapeutics, Inc.",59.6,2761322712.8,Health Care
1266,GCBC,"Greene County Bancorp, Inc.",36.7,312302833.8,Finance
1267,GCVRZ,Sanofi,0.41,0,Health Care
1268,GDEN,"Golden Entertainment, Inc.",31.73,838072622.98,Consumer Services
1269,GDS,GDS Holdings Limited,30.73,914558603,Technology
1270,GEC,"Great Elm Capital Group, Inc. ",3.95,100449961.5,Technology
1271,GECC,Great Elm Capital Corp.,10.0111,106802018.796,n/a
1272,GECCL,Great Elm Capital Corp.,25.25,0,n/a
1273,GECCM,Great Elm Capital Corp.,24.49,0,n/a
1274,GEMP,Gemphire Therapeutics Inc.,9.69,103034176.98,Health Care
1275,GENC,Gencor Industries Inc.,16.9,243675793.4,Capital Goods
1276,GENE,Genetic Technologies Ltd,1.85,24423359.6,Health Care
1277,GENY,Principal Millennials Index ETF,37.3,16785037.3,n/a
1278,GEOS,Geospace Technologies Corporation,14.05,190529113.55,Capital Goods
1279,GERN,Geron Corporation,2.4,382156353.6,Health Care
1280,GEVO,"Gevo, Inc.",0.5477,11945639.3304,Basic Industries
1281,GFED,"Guaranty Federal Bancshares, Inc.",22.4115,99098610.4125,Finance
1282,GFN,General Finance Corporation,6.95,185072856.6,Technology
1283,GFNCP,General Finance Corporation,99.9003,0,Technology
1284,GFNSL,General Finance Corporation,25.366,0,Technology
1285,GGAL,Grupo Financiero Galicia S.A.,68.44,3998322084.28,Finance
1286,GHDX,"Genomic Health, Inc.",33.24,1156261410.84,Health Care
1287,GIFI,"Gulf Island Fabrication, Inc.",13.05,194414476.05,Capital Goods
1288,GIGM,GigaMedia Limited,3.31,36582897.85,Technology
1289,GIII,"G-III Apparel Group, LTD.",36.68,1800289356.04,Consumer Non-Durables
1290,GILD,"Gilead Sciences, Inc.",83.49,109060398476.04,Health Care
1291,GILT,Gilat Satellite Networks Ltd.,8.16,446537778.72,Technology
1292,GLAD,Gladstone Capital Corporation,9.2,245016074.4,Consumer Non-Durables
1293,GLADN,Gladstone Capital Corporation,25.37,0,Consumer Non-Durables
1294,GLBS,Globus Maritime Limited,1.2,37956502.8,Transportation
1295,GLBZ,Glen Burnie Bancorp,12.0006,33615468.6894,Finance
1296,GLDD,Great Lakes Dredge & Dock Corporation,4.6,283708611,Basic Industries
1297,GLDI,X-Links Gold Shares Covered Call ETN,9.26,125245222.52,Finance
1298,GLMD,Galmed Pharmaceuticals Ltd.,10.56,144891394.56,Health Care
1299,GLNG,Golar LNG Limited,27.905,2818405000,Consumer Services
1300,GLPG,Galapagos NV,118.5,1292290018.5,Health Care
1301,GLPI,"Gaming and Leisure Properties, Inc.",36.5,7760020705.5,Consumer Services
1302,GLRE,"Greenlight Reinsurance, Ltd.",19.45,726433245.85,Finance
1303,GLUU,Glu Mobile Inc.,3.8,520729876.4,Technology
1304,GLYC,"GlycoMimetics, Inc.",21.97,754401444.03,Health Care
1305,GMLP,Golar LNG Partners LP,22.16,1534542128.56,Consumer Services
1306,GMLPP,Golar LNG Partners LP,26.12,0,Consumer Services
1307,GNBC,"Green Bancorp, Inc.",22.7,842238100,Finance
1308,GNCA,"Genocea Biosciences, Inc.",0.9294,76303645.2012,Health Care
1309,GNCMA,"General Communication, Inc.",42.03,1517198940,Public Utilities
1310,GNMA,iShares GNMA Bond ETF,48.715,126659000,n/a
1311,GNMK,"GenMark Diagnostics, Inc.",5.19,284386366.59,Health Care
1312,GNMX,"Aevi Genomic Medicine, Inc.",2.08,123411111.2,Health Care
1313,GNRX,VanEck Vectors Generic Drugs ETF,25.5,3825000,n/a
1314,GNTX,Gentex Corporation,23.65,6714302260.6,Capital Goods
1315,GNTY,"Guaranty Bancshares, Inc.",32.7,361627861.2,Finance
1316,GNUS,"Genius Brands International, Inc.",2.77,21081899.38,Consumer Services
1317,GOGL,Golden Ocean Group Limited,8.81,1270381710.57,Consumer Services
1318,GOGO,Gogo Inc.,9.22,800044561.38,Consumer Services
1319,GOLD,Randgold Resources Limited,101,3833167655,Basic Industries
1320,GOOD,Gladstone Commercial Corporation,18.57,531730705.92,Consumer Services
1321,GOODM,Gladstone Commercial Corporation,25.7102,0,Consumer Services
1322,GOODO,Gladstone Commercial Corporation,25.75,29612500,Consumer Services
1323,GOODP,Gladstone Commercial Corporation,26.5,26500000,Consumer Services
1324,GOOG,Alphabet Inc.,1167.7,811320425014.7,Technology
1325,GOOGL,Alphabet Inc.,1181.59,820971226336.49,Technology
1326,GOV,Government Properties Income Trust,16.92,1677548983.32,Finance
1327,GOVNI,Government Properties Income Trust,25.2782,0,Finance
1328,GPAC,Global Partner Acquisition Corp.,10.01,160057597.7,Consumer Durables
1329,GPACU,Global Partner Acquisition Corp.,10.5,0,Consumer Durables
1330,GPACW,Global Partner Acquisition Corp.,0.5,0,Consumer Durables
1331,GPAQU,Gordon Pointe Acquisition Corp.,10.01,0,Finance
1332,GPIC,Gaming Partners International Corporation,9.76,77417237.44,Consumer Non-Durables
1333,GPOR,Gulfport Energy Corporation,9.78,1790539769.28,Energy
1334,GPP,Green Plains Partners LP,17.35,551935580.15,Basic Industries
1335,GPRE,"Green Plains, Inc.",17.1,703873688.4,Basic Industries
1336,GPRO,"GoPro, Inc.",5.5,802774725.5,Miscellaneous
1337,GRBK,"Green Brick Partners, Inc.",11.2,566546411.2,Capital Goods
1338,GRFS,"Grifols, S.A.",24.57,3544843064.49,Health Care
1339,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,52.8548,34355725.7096,n/a
1340,GRIF,"Griffin Industrial Realty, Inc.",37.1,185519848.5,Finance
1341,GRMN,Garmin Ltd.,62.68,11765250240.24,Capital Goods
1342,GROW,"U.S. Global Investors, Inc.",3.39,51415879.14,Finance
1343,GRPN,"Groupon, Inc.",5.31,2965120206.12,Technology
1344,GRVY,"GRAVITY Co., Ltd.",69.3,113849643.6,Miscellaneous
1345,GSBC,"Great Southern Bancorp, Inc.",51.55,726212326.15,Finance
1346,GSHT,"Gores Holdings II, Inc.",9.92,496000000,Finance
1347,GSHTU,"Gores Holdings II, Inc.",10.48,0,Finance
1348,GSHTW,"Gores Holdings II, Inc.",1.6,0,Finance
1349,GSIT,"GSI Technology, Inc.",7.98,168244734,Technology
1350,GSM,Ferroglobe PLC,14.76,2537933749.56,Capital Goods
1351,GSUM,Gridsum Holding Inc.,13.39,212514310.19,Technology
1352,GSVC,GSV Capital Corp,6.83,145628454.06,n/a
1353,GT,The Goodyear Tire & Rubber Company,34.51,8500748428.06,Consumer Durables
1354,GTHX,"G1 Therapeutics, Inc.",23.31,660728570.04,Health Care
1355,GTIM,Good Times Restaurants Inc.,2.4,29921376,Consumer Services
1356,GTLS,"Chart Industries, Inc.",49.45,1521629609.3,Capital Goods
1357,GTXI,"GTx, Inc.",14.53,313003937.77,Health Care
1358,GTYH,"GTY Technology Holdings, Inc.",9.97,687930000,Finance
1359,GTYHU,"GTY Technology Holdings, Inc.",10.36,0,Finance
1360,GTYHW,"GTY Technology Holdings, Inc.",1.381,0,Finance
1361,GULF,WisdomTree Middle East Dividend Fund,18.5575,16701750,n/a
1362,GURE,"Gulf Resources, Inc.",1.5,70205686.5,Basic Industries
1363,GWGH,"GWG Holdings, Inc",8.89,51682503.95,Finance
1364,GWPH,GW Pharmaceuticals Plc,135.7,3206626824.8,Health Care
1365,GWRS,"Global Water Resources, Inc.",8.9,174718267.4,Public Utilities
1366,GYRO,"Gyrodyne , LLC",20.11,29816694.8,Consumer Services
1367,HA,"Hawaiian Holdings, Inc.",38.95,2043774117.2,Transportation
1368,HABT,"The Habit Restaurants, Inc.",8.65,225116457.6,Consumer Services
1369,HAFC,Hanmi Financial Corporation,31.85,1032232191.9,Finance
1370,HAIN,"The Hain Celestial Group, Inc.",38.19,3963804564.72,Consumer Non-Durables
1371,HAIR,"Restoration Robotics, Inc.",5.07,146675581.65,Health Care
1372,HALL,"Hallmark Financial Services, Inc.",10.05,182487186.45,Finance
1373,HALO,"Halozyme Therapeutics, Inc.",18.84,2682005880,Health Care
1374,HAS,"Hasbro, Inc.",95.74,11924951803.64,Consumer Non-Durables
1375,HAWK,"Blackhawk Network Holdings, Inc.",45.325,2530234811.125,Finance
1376,HAYN,"Haynes International, Inc.",36.52,457242086.4,Capital Goods
1377,HBAN,Huntington Bancshares Incorporated,16.34,17516915967.54,Finance
1378,HBANN,Huntington Bancshares Incorporated,25.25,0,Finance
1379,HBANO,Huntington Bancshares Incorporated,26.23,20897154489.71,Finance
1380,HBANP,Huntington Bancshares Incorporated,1368,0,Finance
1381,HBCP,"Home Bancorp, Inc.",42.86,401709978.88,Finance
1382,HBHC,Hancock Holding Company,54.8,4667907840,Finance
1383,HBHCL,Hancock Holding Company,26.06,0,Finance
1384,HBIO,"Harvard Bioscience, Inc.",4.65,162194380.8,Capital Goods
1385,HBK,"Hamilton Bancorp, Inc.",15.605,53229825.375,Finance
1386,HBMD,"Howard Bancorp, Inc.",21.05,206723461.6,Finance
1387,HBNC,Horizon Bancorp (IN),30.64,782233654.16,Finance
1388,HBP,"Huttig Building Products, Inc.",7,181158684,Consumer Services
1389,HCAP,Harvest Capital Credit Corporation,11.4252,74125258.0248,n/a
1390,HCAPZ,Harvest Capital Credit Corporation,25.4,0,n/a
1391,HCCI,"Heritage-Crystal Clean, Inc.",21.8,498780294,Basic Industries
1392,HCKT,"The Hackett Group, Inc.",16.03,459361098.14,Consumer Services
1393,HCM,Hutchison China MediTech Limited,37.08,412056839.52,Health Care
1394,HCOM,"Hawaiian Telcom Holdco, Inc.",28.98,335819167.74,Consumer Services
1395,HCSG,"Healthcare Services Group, Inc.",54.74,4010964020,Health Care
1396,HDNG,Hardinge Inc.,18.72,242381917.44,Capital Goods
1397,HDP,"Hortonworks, Inc.",19.81,1397243773.45,Technology
1398,HDS,"HD Supply Holdings, Inc.",37.92,7040916699.36,Consumer Services
1399,HDSN,"Hudson Technologies, Inc.",6.32,265689336.64,Consumer Durables
1400,HEAR,Turtle Beach Corporation,0.4891,24154695.5346,Consumer Durables
1401,HEBT,"Hebron Technology Co., Ltd.",2.04,29978507.88,Capital Goods
1402,HEES,"H&E Equipment Services, Inc.",39.45,1406310759.6,n/a
1403,HELE,Helen of Troy Limited,91.2,2459488166.4,Consumer Durables
1404,HEWG,iShares Currency Hedged MSCI Germany ETF,29.01,657076500,n/a
1405,HFBC,"HopFed Bancorp, Inc.",14.86,99157377.06,Finance
1406,HFBL,"Home Federal Bancorp, Inc. of Louisiana",28.2064,54386452.224,Finance
1407,HFGIC,Hartford Funds NextShares Trust,99.99,24997500,n/a
1408,HFWA,Heritage Financial Corporation,31.1,1058692858.1,Finance
1409,HGSH,"China HGS Real Estate, Inc.",1.67,75233500,Finance
1410,HIBB,"Hibbett Sports, Inc.",22.8,435223431.6,Consumer Services
1411,HIFS,Hingham Institution for Savings,215.3,459181075,n/a
1412,HIHO,Highway Holdings Limited,4.3333,16474660.6042,Capital Goods
1413,HIIQ,"Health Insurance Innovations, Inc.",25.95,429281845.35,Finance
1414,HIMX,"Himax Technologies, Inc.",8.37,904699581.57,Technology
1415,HJLI,"Hancock Jaffe Laboratories, Inc.",2.12,0,Health Care
1416,HLG,Hailiang Education Group Inc.,46.55,134436400,Consumer Services
1417,HLIT,Harmonic Inc.,3.7,301988705.3,Technology
1418,HLNE,Hamilton Lane Incorporated,37.69,1779726360.49,Finance
1419,HMHC,Houghton Mifflin Harcourt Company,8.05,992830851.25,Consumer Services
1420,HMNF,"HMN Financial, Inc.",19.25,86577606.5,Finance
1421,HMNY,Helios and Matheson Analytics Inc,8.63,194278758.49,Consumer Services
1422,HMST,"HomeStreet, Inc.",30.2,812026297.6,Finance
1423,HMSY,HMS Holdings Corp,17,1429420605,Miscellaneous
1424,HMTA,HomeTown Bankshares Corporation,11.4001,65848972.6175,Finance
1425,HMTV,"Hemisphere Media Group, Inc.",10.55,433907088.7,Consumer Services
1426,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,24.98,0,n/a
1427,HNNA,"Hennessy Advisors, Inc.",17.86,139409766.28,Finance
1428,HNRG,Hallador Energy Company,7.16,213438869.68,Energy
1429,HOFT,Hooker Furniture Corporation,37,435209133,Consumer Durables
1430,HOLI,"Hollysys Automation Technologies, Ltd.",25.9,1562860364.1,Energy
1431,HOLX,"Hologic, Inc.",42.58,11770284397.72,Health Care
1432,HOMB,"Home BancShares, Inc.",24.47,4248799510,Finance
1433,HONE,"HarborOne Bancorp, Inc.",18.93,618297244.35,Finance
1434,HOPE,"Hope Bancorp, Inc.",18.8,2547367626.4,Finance
1435,HOVNP,Hovnanian Enterprises Inc,7.56,37800000,Capital Goods
1436,HPJ,Highpower International Inc,4.1,63589597.8,Miscellaneous
1437,HPT,Hospitality Properties Trust,27.94,4591914999.54,Consumer Services
1438,HQCL,"Hanwha Q CELLS Co., Ltd. ",7.41,40766300.25,Technology
1439,HQY,"HealthEquity, Inc.",50.41,3058506169.28,Miscellaneous
1440,HRTX,"Heron Therapeutics, Inc.  ",21.9,1414740000,Health Care
1441,HRZN,Horizon Technology Finance Corporation,10.93,125891565.12,n/a
1442,HSGX,Histogenics Corporation,2.79,67158170.91,Health Care
1443,HSIC,"Henry Schein, Inc.",75.28,11815526629.76,Health Care
1444,HSII,"Heidrick & Struggles International, Inc.",26.95,506278145.45,Technology
1445,HSKA,Heska Corporation,76.31,552773385.97,Health Care
1446,HSON,"Hudson Global, Inc.",2.1107,65991143.1457,Technology
1447,HSTM,"HealthStream, Inc.",23.58,752115154.86,Technology
1448,HTBI,"HomeTrust Bancshares, Inc.",26.25,497754468.75,Finance
1449,HTBK,Heritage Commerce Corp,16.06,613506180.98,Finance
1450,HTBX,"Heat Biologics, Inc.",3.32,1188191.48,Health Care
1451,HTGM,"HTG Molecular Diagnostics, Inc.",3.73,51958015.99,Capital Goods
1452,HTHT,"China Lodging Group, Limited",143.45,4731530126.6,Consumer Services
1453,HTLD,"Heartland Express, Inc.",22.73,1893467916.16,Transportation
1454,HTLF,"Heartland Financial USA, Inc.",53.75,1609992885,Finance
1455,HUBG,"Hub Group, Inc.",48.7,1661339186.7,Transportation
1456,HUNT,Hunter Maritime Acquisition Corp.,9.8,42262500,Transportation
1457,HUNTU,Hunter Maritime Acquisition Corp.,9.95,0,Transportation
1458,HUNTW,Hunter Maritime Acquisition Corp.,0.33,0,Transportation
1459,HURC,"Hurco Companies, Inc.",45.65,305525315.7,Capital Goods
1460,HURN,Huron Consulting Group Inc.,41.05,908411582.65,Consumer Services
1461,HVBC,"HV Bancorp, Inc.",15.2,33168300,Finance
1462,HWBK,"Hawthorn Bancshares, Inc.",21,121814448,Finance
1463,HWCC,Houston Wire & Cable Company,7.1,117194268.5,Consumer Non-Durables
1464,HWKN,"Hawkins, Inc.",35.55,379079284.05,Consumer Durables
1465,HX,Hexindai Inc.,10.51,52550000,Finance
1466,HYAC,Haymaker Acquisition Corp.,9.564,394515000,Finance
1467,HYACU,Haymaker Acquisition Corp.,9.97,0,Finance
1468,HYACW,Haymaker Acquisition Corp.,0.78,0,Finance
1469,HYGS,Hydrogenics Corporation,9,137096136,Basic Industries
1470,HYLS,First Trust High Yield Long/Short ETF,48.45,1228207596.9,n/a
1471,HYND,WisdomTree Negative Duration High Yield Bond Fund,21.0381,14726670,n/a
